ayah_id,ayah_text,normalized_text
4775,أم تسألهم أجرا فهم من مغرم مثقلون,ام تسالهم اجرا فهم من مغرم مثقلون
4776,أم عندهم الغيب فهم يكتبون,ام عندهم الغيب فهم يكتبون
4777,أم يريدون كيدا ۖ فالذين كفروا هم المكيدون,ام يريدون كيدا ۖ فالذين كفروا هم المكيدون
4778,أم لهم إله غير الله ۚ سبحان الله عما يشركون,ام لهم اله غير الله ۚ سبحان الله عما يشركون
4779,وإن يروا كسفا من السماء ساقطا يقولوا سحاب مركوم,وان يروا كسفا من السماء ساقطا يقولوا سحاب مركوم
4780,فذرهم حتى يلاقوا يومهم الذي فيه يصعقون,فذرهم حتي يلاقوا يومهم الذي فيه يصعقون
4781,يوم لا يغني عنهم كيدهم شيئا ولا هم ينصرون,يوم لا يغني عنهم كيدهم شييا ولا هم ينصرون
4782,وإن للذين ظلموا عذابا دون ذلك ولكن أكثرهم لا يعلمون,وان للذين ظلموا عذابا دون ذلك ولكن اكثرهم لا يعلمون
4783,واصبر لحكم ربك فإنك بأعيننا ۖ وسبح بحمد ربك حين تقوم,واصبر لحكم ربك فانك باعيننا ۖ وسبح بحمد ربك حين تقوم
4784,ومن الليل فسبحه وإدبار النجوم,ومن الليل فسبحه وادبار النجوم
4785,بسم الله الرحمن الرحيم والنجم إذا هوى,بسم الله الرحمن الرحيم والنجم اذا هوي
4786,ما ضل صاحبكم وما غوى,ما ضل صاحبكم وما غوي
4787,وما ينطق عن الهوى,وما ينطق عن الهوي
4788,إن هو إلا وحي يوحى,ان هو الا وحي يوحي
4789,علمه شديد القوى,علمه شديد القوي
4790,ذو مرة فاستوى,ذو مره فاستوي
4791,وهو بالأفق الأعلى,وهو بالافق الاعلي
4792,ثم دنا فتدلى,ثم دنا فتدلي
4793,فكان قاب قوسين أو أدنى,فكان قاب قوسين او ادني
4794,فأوحى إلى عبده ما أوحى,فاوحي الي عبده ما اوحي
4795,ما كذب الفؤاد ما رأى,ما كذب الفواد ما راي
4796,أفتمارونه على ما يرى,افتمارونه علي ما يري
4797,ولقد رآه نزلة أخرى,ولقد راه نزله اخري
4798,عند سدرة المنتهى,عند سدره المنتهي
4799,عندها جنة المأوى,عندها جنه الماوي
4800,إذ يغشى السدرة ما يغشى,اذ يغشي السدره ما يغشي
4801,ما زاغ البصر وما طغى,ما زاغ البصر وما طغي
4802,لقد رأى من آيات ربه الكبرى,لقد راي من ايات ربه الكبري
4803,أفرأيتم اللات والعزى,افرايتم اللات والعزي
4804,ومناة الثالثة الأخرى,ومناه الثالثه الاخري
4805,ألكم الذكر وله الأنثى,الكم الذكر وله الانثي
4806,تلك إذا قسمة ضيزى,تلك اذا قسمه ضيزي
4807,إن هي إلا أسماء سميتموها أنتم وآباؤكم ما أنزل الله بها من سلطان ۚ إن يتبعون إلا الظن وما تهوى الأنفس ۖ ولقد جاءهم من ربهم الهدى,ان هي الا اسماء سميتموها انتم واباوكم ما انزل الله بها من سلطان ۚ ان يتبعون الا الظن وما تهوي الانفس ۖ ولقد جاءهم من ربهم الهدي
4808,أم للإنسان ما تمنى,ام للانسان ما تمني
4809,فلله الآخرة والأولى,فلله الاخره والاولي
4810,وكم من ملك في السماوات لا تغني شفاعتهم شيئا إلا من بعد أن يأذن الله لمن يشاء ويرضى,وكم من ملك في السماوات لا تغني شفاعتهم شييا الا من بعد ان ياذن الله لمن يشاء ويرضي
4811,إن الذين لا يؤمنون بالآخرة ليسمون الملائكة تسمية الأنثى,ان الذين لا يومنون بالاخره ليسمون الملايكه تسميه الانثي
4812,وما لهم به من علم ۖ إن يتبعون إلا الظن ۖ وإن الظن لا يغني من الحق شيئا,وما لهم به من علم ۖ ان يتبعون الا الظن ۖ وان الظن لا يغني من الحق شييا
4813,فأعرض عن من تولى عن ذكرنا ولم يرد إلا الحياة الدنيا,فاعرض عن من تولي عن ذكرنا ولم يرد الا الحياه الدنيا
4814,ذلك مبلغهم من العلم ۚ إن ربك هو أعلم بمن ضل عن سبيله وهو أعلم بمن اهتدى,ذلك مبلغهم من العلم ۚ ان ربك هو اعلم بمن ضل عن سبيله وهو اعلم بمن اهتدي
4815,ولله ما في السماوات وما في الأرض ليجزي الذين أساءوا بما عملوا ويجزي الذين أحسنوا بالحسنى,ولله ما في السماوات وما في الارض ليجزي الذين اساءوا بما عملوا ويجزي الذين احسنوا بالحسني
4816,الذين يجتنبون كبائر الإثم والفواحش إلا اللمم ۚ إن ربك واسع المغفرة ۚ هو أعلم بكم إذ أنشأكم من الأرض وإذ أنتم أجنة في بطون أمهاتكم ۖ فلا تزكوا أنفسكم ۖ هو أعلم بمن اتقى,الذين يجتنبون كباير الاثم والفواحش الا اللمم ۚ ان ربك واسع المغفره ۚ هو اعلم بكم اذ انشاكم من الارض واذ انتم اجنه في بطون امهاتكم ۖ فلا تزكوا انفسكم ۖ هو اعلم بمن اتقي
4817,أفرأيت الذي تولى,افرايت الذي تولي
4818,وأعطى قليلا وأكدى,واعطي قليلا واكدي
4819,أعنده علم الغيب فهو يرى,اعنده علم الغيب فهو يري
4820,أم لم ينبأ بما في صحف موسى,ام لم ينبا بما في صحف موسي
4821,وإبراهيم الذي وفى,وابراهيم الذي وفي
4822,ألا تزر وازرة وزر أخرى,الا تزر وازره وزر اخري
4823,وأن ليس للإنسان إلا ما سعى,وان ليس للانسان الا ما سعي
4824,وأن سعيه سوف يرى,وان سعيه سوف يري
4825,ثم يجزاه الجزاء الأوفى,ثم يجزاه الجزاء الاوفي
4826,وأن إلى ربك المنتهى,وان الي ربك المنتهي
4827,وأنه هو أضحك وأبكى,وانه هو اضحك وابكي
4828,وأنه هو أمات وأحيا,وانه هو امات واحيا
4829,وأنه خلق الزوجين الذكر والأنثى,وانه خلق الزوجين الذكر والانثي
4830,من نطفة إذا تمنى,من نطفه اذا تمني
4831,وأن عليه النشأة الأخرى,وان عليه النشاه الاخري
4832,وأنه هو أغنى وأقنى,وانه هو اغني واقني
4833,وأنه هو رب الشعرى,وانه هو رب الشعري
4834,وأنه أهلك عادا الأولى,وانه اهلك عادا الاولي
4835,وثمود فما أبقى,وثمود فما ابقي
4836,وقوم نوح من قبل ۖ إنهم كانوا هم أظلم وأطغى,وقوم نوح من قبل ۖ انهم كانوا هم اظلم واطغي
4837,والمؤتفكة أهوى,والموتفكه اهوي
4838,فغشاها ما غشى,فغشاها ما غشي
4839,فبأي آلاء ربك تتمارى,فباي الاء ربك تتماري
4840,هذا نذير من النذر الأولى,هذا نذير من النذر الاولي
4841,أزفت الآزفة,ازفت الازفه
4842,ليس لها من دون الله كاشفة,ليس لها من دون الله كاشفه
4843,أفمن هذا الحديث تعجبون,افمن هذا الحديث تعجبون
4844,وتضحكون ولا تبكون,وتضحكون ولا تبكون
4845,وأنتم سامدون,وانتم سامدون
4846,فاسجدوا لله واعبدوا,فاسجدوا لله واعبدوا
4847,بسم الله الرحمن الرحيم اقتربت الساعة وانشق القمر,بسم الله الرحمن الرحيم اقتربت الساعه وانشق القمر
4848,وإن يروا آية يعرضوا ويقولوا سحر مستمر,وان يروا ايه يعرضوا ويقولوا سحر مستمر
4849,وكذبوا واتبعوا أهواءهم ۚ وكل أمر مستقر,وكذبوا واتبعوا اهواءهم ۚ وكل امر مستقر
4850,ولقد جاءهم من الأنباء ما فيه مزدجر,ولقد جاءهم من الانباء ما فيه مزدجر
4851,حكمة بالغة ۖ فما تغن النذر,حكمه بالغه ۖ فما تغن النذر
4852,فتول عنهم ۘ يوم يدع الداع إلى شيء نكر,فتول عنهم ۘ يوم يدع الداع الي شيء نكر
4853,خشعا أبصارهم يخرجون من الأجداث كأنهم جراد منتشر,خشعا ابصارهم يخرجون من الاجداث كانهم جراد منتشر
4854,مهطعين إلى الداع ۖ يقول الكافرون هذا يوم عسر,مهطعين الي الداع ۖ يقول الكافرون هذا يوم عسر
4855,كذبت قبلهم قوم نوح فكذبوا عبدنا وقالوا مجنون وازدجر,كذبت قبلهم قوم نوح فكذبوا عبدنا وقالوا مجنون وازدجر
4856,فدعا ربه أني مغلوب فانتصر,فدعا ربه اني مغلوب فانتصر
